,blockname,material,positionX,positionY,positionZ,rotationX,rotationY,rotationZ,sizeX,sizeY,sizeZ
29,地面ブロック,tutiBlock,1000,2760,100,0,0,0,1,1,1
30,地面ブロック,tutiBlock,1000,2860,100,0,0,0,1,1,1
31,地面ブロック,tutiBlock,1000,2960,100,0,0,0,1,1,1
32,地面ブロック,tutiBlock,1000,3060,100,0,0,0,1,1,1
33,地面ブロック,tutiBlock,1000,3160,100,0,0,0,1,1,1
34,地面ブロック,tutiBlock,1000,3260,100,0,0,0,1,1,1
35,地面ブロック,tutiBlock,1000,3360,100,0,0,0,1,1,1
36,地面ブロック,tutiBlock,1000,3460,100,0,0,0,1,1,1
37,地面ブロック,tutiBlock,1000,3560,100,0,0,0,1,1,1
38,地面ブロック,tutiBlock,1000,3660,100,0,0,0,1,1,1
39,地面ブロック,tutiBlock,1000,3760,100,0,0,0,1,1,1
40,地面ブロック,tutiBlock,1000,3860,100,0,0,0,1,1,1
41,地面ブロック,tutiBlock,1000,3960,100,0,0,0,1,1,1
42,地面ブロック,tutiBlock,1000,4060,100,0,0,0,1,1,1
43,地面ブロック,tutiBlock,1000,4160,100,0,0,0,1,1,1
44,地面ブロック,tutiBlock,1000,4260,100,0,0,0,1,1,1
45,地面ブロック,tutiBlock,1000,4360,100,0,0,0,1,1,1
46,地面ブロック,tutiBlock,1000,4460,100,0,0,0,1,1,1
47,地面ブロック,tutiBlock,1000,4560,100,0,0,0,1,1,1
48,地面ブロック,tutiBlock,1000,4660,100,0,0,0,1,1,1
49,地面ブロック,tutiBlock,1000,4760,100,0,0,0,1,1,1
50,地面ブロック,tutiBlock,1000,4860,100,0,0,0,1,1,1
51,地面ブロック,tutiBlock,1000,4960,100,0,0,0,1,1,1
52,地面ブロック,tutiBlock,1000,5060,100,0,0,0,1,1,1
53,地面ブロック,tutiBlock,1000,5160,100,0,0,0,1,1,1
54,地面ブロック,tutiBlock,1000,5260,100,0,0,0,1,1,1
55,地面ブロック,tutiBlock,1000,5360,100,0,0,0,1,1,1
56,地面ブロック,tutiBlock,1000,5460,100,0,0,0,1,1,1
57,地面ブロック,tutiBlock,1000,5560,100,0,0,0,1,1,1
58,地面ブロック,tutiBlock,1000,5660,100,0,0,0,1,1,1
59,地面ブロック,tutiBlock,1000,5760,100,0,0,0,1,1,1
60,地面ブロック,tutiBlock,1000,5860,100,0,0,0,1,1,1
61,地面ブロック,tutiBlock,1000,5960,100,0,0,0,1,1,1
62,地面ブロック,tutiBlock,1000,6060,100,0,0,0,1,1,1
63,地面ブロック,tutiBlock,1000,6160,100,0,0,0,1,1,1
64,地面ブロック,tutiBlock,1000,6260,100,0,0,0,1,1,1
65,地面ブロック,tutiBlock,1000,6360,100,0,0,0,1,1,1
66,地面ブロック,tutiBlock,1000,6460,100,0,0,0,1,1,1
67,地面ブロック,tutiBlock,1000,6560,100,0,0,0,1,1,1
68,地面ブロック,tutiBlock,1000,6660,100,0,0,0,1,1,1
69,地面ブロック,tutiBlock,1000,6760,100,0,0,0,1,1,1
70,地面ブロック,tutiBlock,1000,7060,100,0,0,0,1,1,1
71,地面ブロック,tutiBlock,1000,7160,100,0,0,0,1,1,1
72,地面ブロック,tutiBlock,1000,7260,100,0,0,0,1,1,1
73,地面ブロック,tutiBlock,1000,7360,100,0,0,0,1,1,1
74,地面ブロック,tutiBlock,1000,7460,100,0,0,0,1,1,1
75,地面ブロック,tutiBlock,1000,7560,100,0,0,0,1,1,1
76,地面ブロック,tutiBlock,1000,7660,100,0,0,0,1,1,1
77,地面ブロック,tutiBlock,1000,7760,100,0,0,0,1,1,1
78,地面ブロック,tutiBlock,1000,7860,100,0,0,0,1,1,1
79,地面ブロック,tutiBlock,1000,7960,100,0,0,0,1,1,1
80,地面ブロック,tutiBlock,1000,8060,100,0,0,0,1,1,1
81,地面ブロック,tutiBlock,1000,8160,100,0,0,0,1,1,1
82,地面ブロック,tutiBlock,1000,8260,100,0,0,0,1,1,1
83,地面ブロック,tutiBlock,1000,8360,100,0,0,0,1,1,1
84,地面ブロック,tutiBlock,1000,8460,100,0,0,0,1,1,1
85,地面ブロック,tutiBlock,1000,8860,100,0,0,0,1,1,1
86,地面ブロック,tutiBlock,1000,8960,100,0,0,0,1,1,1
87,地面ブロック,tutiBlock,1000,9060,100,0,0,0,1,1,1
88,地面ブロック,tutiBlock,1000,9160,100,0,0,0,1,1,1
89,地面ブロック,tutiBlock,1000,9260,100,0,0,0,1,1,1
90,地面ブロック,tutiBlock,1000,9360,100,0,0,0,1,1,1
91,地面ブロック,tutiBlock,1000,9460,100,0,0,0,1,1,1
92,地面ブロック,tutiBlock,1000,9560,100,0,0,0,1,1,1
93,地面ブロック,tutiBlock,1000,9660,100,0,0,0,1,1,1
94,地面ブロック,tutiBlock,1000,9760,100,0,0,0,1,1,1
95,地面ブロック,tutiBlock,1000,9860,100,0,0,0,1,1,1
96,地面ブロック,tutiBlock,1000,9960,100,0,0,0,1,1,1
97,地面ブロック,tutiBlock,1000,10060,100,0,0,0,1,1,1
98,地面ブロック,tutiBlock,1000,10160,100,0,0,0,1,1,1
99,地面ブロック,tutiBlock,1000,10260,100,0,0,0,1,1,1
100,地面ブロック,tutiBlock,1000,10360,100,0,0,0,1,1,1
101,地面ブロック,tutiBlock,1000,10460,100,0,0,0,1,1,1
102,地面ブロック,tutiBlock,1000,10560,100,0,0,0,1,1,1
103,地面ブロック,tutiBlock,1000,10660,100,0,0,0,1,1,1
104,地面ブロック,tutiBlock,1000,10760,100,0,0,0,1,1,1
105,地面ブロック,tutiBlock,1000,10860,100,0,0,0,1,1,1
106,地面ブロック,tutiBlock,1000,10960,100,0,0,0,1,1,1
107,地面ブロック,tutiBlock,1000,11060,100,0,0,0,1,1,1
108,地面ブロック,tutiBlock,1000,11160,100,0,0,0,1,1,1
109,地面ブロック,tutiBlock,1000,11260,100,0,0,0,1,1,1
110,地面ブロック,tutiBlock,1000,11360,100,0,0,0,1,1,1
111,地面ブロック,tutiBlock,1000,11460,100,0,0,0,1,1,1
112,地面ブロック,tutiBlock,1000,11560,100,0,0,0,1,1,1
113,地面ブロック,tutiBlock,1000,11660,100,0,0,0,1,1,1
114,地面ブロック,tutiBlock,1000,11760,100,0,0,0,1,1,1
115,地面ブロック,tutiBlock,1000,11860,100,0,0,0,1,1,1
116,地面ブロック,tutiBlock,1000,11960,100,0,0,0,1,1,1
117,地面ブロック,tutiBlock,1000,12060,100,0,0,0,1,1,1
118,地面ブロック,tutiBlock,1000,12160,100,0,0,0,1,1,1
119,地面ブロック,tutiBlock,1000,12260,100,0,0,0,1,1,1
120,地面ブロック,tutiBlock,1000,12360,100,0,0,0,1,1,1
121,地面ブロック,tutiBlock,1000,12460,100,0,0,0,1,1,1
122,地面ブロック,tutiBlock,1000,12560,100,0,0,0,1,1,1
123,地面ブロック,tutiBlock,1000,12660,100,0,0,0,1,1,1
124,地面ブロック,tutiBlock,1000,12760,100,0,0,0,1,1,1
125,地面ブロック,tutiBlock,1000,12860,100,0,0,0,1,1,1
126,地面ブロック,tutiBlock,1000,12960,100,0,0,0,1,1,1
127,地面ブロック,tutiBlock,1000,13060,100,0,0,0,1,1,1
128,地面ブロック,tutiBlock,1000,13160,100,0,0,0,1,1,1
129,地面ブロック,tutiBlock,1000,13260,100,0,0,0,1,1,1
130,地面ブロック,tutiBlock,1000,13360,100,0,0,0,1,1,1
131,地面ブロック,tutiBlock,1000,13460,100,0,0,0,1,1,1
132,地面ブロック,tutiBlock,1000,13560,100,0,0,0,1,1,1
133,地面ブロック,tutiBlock,1000,13660,100,0,0,0,1,1,1
134,地面ブロック,tutiBlock,1000,13760,100,0,0,0,1,1,1
135,地面ブロック,tutiBlock,1000,13860,100,0,0,0,1,1,1
136,地面ブロック,tutiBlock,1000,13960,100,0,0,0,1,1,1
137,地面ブロック,tutiBlock,1000,14060,100,0,0,0,1,1,1
138,地面ブロック,tutiBlock,1000,14160,100,0,0,0,1,1,1
139,地面ブロック,tutiBlock,1000,14260,100,0,0,0,1,1,1
140,地面ブロック,tutiBlock,1000,14360,100,0,0,0,1,1,1
141,地面ブロック,tutiBlock,1000,14460,100,0,0,0,1,1,1
142,地面ブロック,tutiBlock,1000,14560,100,0,0,0,1,1,1
143,地面ブロック,tutiBlock,1000,14660,100,0,0,0,1,1,1
144,地面ブロック,tutiBlock,1000,14760,100,0,0,0,1,1,1
145,地面ブロック,tutiBlock,1000,14860,100,0,0,0,1,1,1
146,地面ブロック,tutiBlock,1000,14960,100,0,0,0,1,1,1
147,地面ブロック,tutiBlock,1000,15060,100,0,0,0,1,1,1
148,地面ブロック,tutiBlock,1000,15160,100,0,0,0,1,1,1
149,地面ブロック,tutiBlock,1000,15460,100,0,0,0,1,1,1
150,地面ブロック,tutiBlock,1000,15560,100,0,0,0,1,1,1
151,地面ブロック,tutiBlock,1000,15660,100,0,0,0,1,1,1
152,地面ブロック,tutiBlock,1000,15760,100,0,0,0,1,1,1
153,地面ブロック,tutiBlock,1000,15860,100,0,0,0,1,1,1
154,地面ブロック,tutiBlock,1000,15960,100,0,0,0,1,1,1
155,地面ブロック,tutiBlock,1000,16060,100,0,0,0,1,1,1
156,地面ブロック,tutiBlock,1000,16160,100,0,0,0,1,1,1
157,地面ブロック,tutiBlock,1000,16260,100,0,0,0,1,1,1
158,地面ブロック,tutiBlock,1000,16360,100,0,0,0,1,1,1
159,地面ブロック,tutiBlock,1000,16460,100,0,0,0,1,1,1
160,地面ブロック,tutiBlock,1000,16560,100,0,0,0,1,1,1
161,地面ブロック,tutiBlock,1000,16660,100,0,0,0,1,1,1
162,地面ブロック,tutiBlock,1000,16760,100,0,0,0,1,1,1
163,地面ブロック,tutiBlock,1000,16860,100,0,0,0,1,1,1
164,地面ブロック,tutiBlock,1000,16960,100,0,0,0,1,1,1
165,地面ブロック,tutiBlock,1000,17060,100,0,0,0,1,1,1
166,地面ブロック,tutiBlock,1000,17160,100,0,0,0,1,1,1
167,地面ブロック,tutiBlock,1000,17260,100,0,0,0,1,1,1
168,地面ブロック,tutiBlock,1000,17360,100,0,0,0,1,1,1
169,地面ブロック,tutiBlock,1000,17460,100,0,0,0,1,1,1
170,地面ブロック,tutiBlock,1000,17560,100,0,0,0,1,1,1
171,地面ブロック,tutiBlock,1000,17660,100,0,0,0,1,1,1
172,地面ブロック,tutiBlock,1000,17760,100,0,0,0,1,1,1
173,地面ブロック,tutiBlock,1000,17860,100,0,0,0,1,1,1
174,地面ブロック,tutiBlock,1000,17960,100,0,0,0,1,1,1
175,地面ブロック,tutiBlock,1000,18060,100,0,0,0,1,1,1
176,地面ブロック,tutiBlock,1000,18160,100,0,0,0,1,1,1
177,地面ブロック,tutiBlock,1000,18260,100,0,0,0,1,1,1
178,地面ブロック,tutiBlock,1000,18360,100,0,0,0,1,1,1
179,地面ブロック,tutiBlock,1000,18460,100,0,0,0,1,1,1
180,地面ブロック,tutiBlock,1000,18560,100,0,0,0,1,1,1
181,地面ブロック,tutiBlock,1000,18660,100,0,0,0,1,1,1
182,地面ブロック,tutiBlock,1000,18760,100,0,0,0,1,1,1
183,地面ブロック,tutiBlock,1000,18860,100,0,0,0,1,1,1
184,地面ブロック,tutiBlock,1000,18960,100,0,0,0,1,1,1
185,地面ブロック,tutiBlock,1000,19060,100,0,0,0,1,1,1
186,地面ブロック,tutiBlock,1000,19160,100,0,0,0,1,1,1
187,地面ブロック,tutiBlock,1000,19260,100,0,0,0,1,1,1
188,地面ブロック,tutiBlock,1000,19360,100,0,0,0,1,1,1
189,地面ブロック,tutiBlock,1000,19460,100,0,0,0,1,1,1
190,地面ブロック,tutiBlock,1000,19560,100,0,0,0,1,1,1
191,地面ブロック,tutiBlock,1000,19660,100,0,0,0,1,1,1
192,地面ブロック,tutiBlock,1000,19760,100,0,0,0,1,1,1
193,地面ブロック,tutiBlock,1000,19860,100,0,0,0,1,1,1
194,地面ブロック,tutiBlock,1000,19960,100,0,0,0,1,1,1
195,地面ブロック,tutiBlock,1000,20060,100,0,0,0,1,1,1
196,地面ブロック,tutiBlock,1000,20160,100,0,0,0,1,1,1
197,地面ブロック,tutiBlock,1000,20260,100,0,0,0,1,1,1
198,地面ブロック,tutiBlock,1000,20360,100,0,0,0,1,1,1
199,地面ブロック,tutiBlock,1000,20460,100,0,0,0,1,1,1
200,地面ブロック,tutiBlock,1000,20560,100,0,0,0,1,1,1
201,地面ブロック,tutiBlock,1000,20660,100,0,0,0,1,1,1
202,地面ブロック,tutiBlock,1000,20760,100,0,0,0,1,1,1
203,地面ブロック,tutiBlock,1000,20860,100,0,0,0,1,1,1
204,地面ブロック,tutiBlock,1000,20960,100,0,0,0,1,1,1
205,地面ブロック,tutiBlock,1000,21060,100,0,0,0,1,1,1
206,地面ブロック,tutiBlock,1000,21160,100,0,0,0,1,1,1
207,地面ブロック,tutiBlock,1000,21260,100,0,0,0,1,1,1
208,地面ブロック,tutiBlock,1000,21360,100,0,0,0,1,1,1
209,地面ブロック,tutiBlock,1000,21460,100,0,0,0,1,1,1
210,地面ブロック,tutiBlock,1000,-40,200,0,0,0,1,1,1
211,地面ブロック,tutiBlock,1000,60,200,0,0,0,1,1,1
212,地面ブロック,tutiBlock,1000,160,200,0,0,0,1,1,1
213,地面ブロック,tutiBlock,1000,260,200,0,0,0,1,1,1
214,地面ブロック,tutiBlock,1000,360,200,0,0,0,1,1,1
215,地面ブロック,tutiBlock,1000,460,200,0,0,0,1,1,1
216,地面ブロック,tutiBlock,1000,560,200,0,0,0,1,1,1
217,地面ブロック,tutiBlock,1000,660,200,0,0,0,1,1,1
218,地面ブロック,tutiBlock,1000,760,200,0,0,0,1,1,1
219,地面ブロック,tutiBlock,1000,860,200,0,0,0,1,1,1
220,地面ブロック,tutiBlock,1000,960,200,0,0,0,1,1,1
221,地面ブロック,tutiBlock,1000,1060,200,0,0,0,1,1,1
222,地面ブロック,tutiBlock,1000,1160,200,0,0,0,1,1,1
223,地面ブロック,tutiBlock,1000,1260,200,0,0,0,1,1,1
224,地面ブロック,tutiBlock,1000,1360,200,0,0,0,1,1,1
225,地面ブロック,tutiBlock,1000,1460,200,0,0,0,1,1,1
226,地面ブロック,tutiBlock,1000,1560,200,0,0,0,1,1,1
227,地面ブロック,tutiBlock,1000,1660,200,0,0,0,1,1,1
228,地面ブロック,tutiBlock,1000,1760,200,0,0,0,1,1,1
229,地面ブロック,tutiBlock,1000,1860,200,0,0,0,1,1,1
230,地面ブロック,tutiBlock,1000,1960,200,0,0,0,1,1,1
231,地面ブロック,tutiBlock,1000,2060,200,0,0,0,1,1,1
232,地面ブロック,tutiBlock,1000,2160,200,0,0,0,1,1,1
233,地面ブロック,tutiBlock,1000,2260,200,0,0,0,1,1,1
234,地面ブロック,tutiBlock,1000,2360,200,0,0,0,1,1,1
235,地面ブロック,tutiBlock,1000,2460,200,0,0,0,1,1,1
236,地面ブロック,tutiBlock,1000,2560,200,0,0,0,1,1,1
237,地面ブロック,tutiBlock,1000,2660,200,0,0,0,1,1,1
238,地面ブロック,tutiBlock,1000,2760,200,0,0,0,1,1,1
239,地面ブロック,tutiBlock,1000,2860,200,0,0,0,1,1,1
240,地面ブロック,tutiBlock,1000,2960,200,0,0,0,1,1,1
241,地面ブロック,tutiBlock,1000,3060,200,0,0,0,1,1,1
242,地面ブロック,tutiBlock,1000,3160,200,0,0,0,1,1,1
243,地面ブロック,tutiBlock,1000,3260,200,0,0,0,1,1,1
244,地面ブロック,tutiBlock,1000,3360,200,0,0,0,1,1,1
245,地面ブロック,tutiBlock,1000,3460,200,0,0,0,1,1,1
246,地面ブロック,tutiBlock,1000,3560,200,0,0,0,1,1,1
247,地面ブロック,tutiBlock,1000,3660,200,0,0,0,1,1,1
248,地面ブロック,tutiBlock,1000,3760,200,0,0,0,1,1,1
249,地面ブロック,tutiBlock,1000,3860,200,0,0,0,1,1,1
250,地面ブロック,tutiBlock,1000,3960,200,0,0,0,1,1,1
251,地面ブロック,tutiBlock,1000,4060,200,0,0,0,1,1,1
252,地面ブロック,tutiBlock,1000,4160,200,0,0,0,1,1,1
253,地面ブロック,tutiBlock,1000,4260,200,0,0,0,1,1,1
254,地面ブロック,tutiBlock,1000,4360,200,0,0,0,1,1,1
255,地面ブロック,tutiBlock,1000,4460,200,0,0,0,1,1,1
256,地面ブロック,tutiBlock,1000,4560,200,0,0,0,1,1,1
257,地面ブロック,tutiBlock,1000,4660,200,0,0,0,1,1,1
258,地面ブロック,tutiBlock,1000,4760,200,0,0,0,1,1,1
259,地面ブロック,tutiBlock,1000,4860,200,0,0,0,1,1,1
260,地面ブロック,tutiBlock,1000,4960,200,0,0,0,1,1,1
261,地面ブロック,tutiBlock,1000,5060,200,0,0,0,1,1,1
262,地面ブロック,tutiBlock,1000,5160,200,0,0,0,1,1,1
263,地面ブロック,tutiBlock,1000,5260,200,0,0,0,1,1,1
264,地面ブロック,tutiBlock,1000,5360,200,0,0,0,1,1,1
265,地面ブロック,tutiBlock,1000,5460,200,0,0,0,1,1,1
266,地面ブロック,tutiBlock,1000,5560,200,0,0,0,1,1,1
267,地面ブロック,tutiBlock,1000,5660,200,0,0,0,1,1,1
268,地面ブロック,tutiBlock,1000,5760,200,0,0,0,1,1,1
269,地面ブロック,tutiBlock,1000,5860,200,0,0,0,1,1,1
270,地面ブロック,tutiBlock,1000,5960,200,0,0,0,1,1,1
271,地面ブロック,tutiBlock,1000,6060,200,0,0,0,1,1,1
272,地面ブロック,tutiBlock,1000,6160,200,0,0,0,1,1,1
273,地面ブロック,tutiBlock,1000,6260,200,0,0,0,1,1,1
274,地面ブロック,tutiBlock,1000,6360,200,0,0,0,1,1,1
275,地面ブロック,tutiBlock,1000,6460,200,0,0,0,1,1,1
276,地面ブロック,tutiBlock,1000,6560,200,0,0,0,1,1,1
277,地面ブロック,tutiBlock,1000,6660,200,0,0,0,1,1,1
278,地面ブロック,tutiBlock,1000,6760,200,0,0,0,1,1,1
279,地面ブロック,tutiBlock,1000,7060,200,0,0,0,1,1,1
280,地面ブロック,tutiBlock,1000,7160,200,0,0,0,1,1,1
281,地面ブロック,tutiBlock,1000,7260,200,0,0,0,1,1,1
282,地面ブロック,tutiBlock,1000,7360,200,0,0,0,1,1,1
283,地面ブロック,tutiBlock,1000,7460,200,0,0,0,1,1,1
284,地面ブロック,tutiBlock,1000,7560,200,0,0,0,1,1,1
285,地面ブロック,tutiBlock,1000,7660,200,0,0,0,1,1,1
286,地面ブロック,tutiBlock,1000,7760,200,0,0,0,1,1,1
287,地面ブロック,tutiBlock,1000,7860,200,0,0,0,1,1,1
288,地面ブロック,tutiBlock,1000,7960,200,0,0,0,1,1,1
289,地面ブロック,tutiBlock,1000,8060,200,0,0,0,1,1,1
290,地面ブロック,tutiBlock,1000,8160,200,0,0,0,1,1,1
291,地面ブロック,tutiBlock,1000,8260,200,0,0,0,1,1,1
292,地面ブロック,tutiBlock,1000,8360,200,0,0,0,1,1,1
293,地面ブロック,tutiBlock,1000,8460,200,0,0,0,1,1,1
294,地面ブロック,tutiBlock,1000,8860,200,0,0,0,1,1,1
295,地面ブロック,tutiBlock,1000,8960,200,0,0,0,1,1,1
296,地面ブロック,tutiBlock,1000,9060,200,0,0,0,1,1,1
297,地面ブロック,tutiBlock,1000,9160,200,0,0,0,1,1,1
298,地面ブロック,tutiBlock,1000,9260,200,0,0,0,1,1,1
299,地面ブロック,tutiBlock,1000,9360,200,0,0,0,1,1,1
300,地面ブロック,tutiBlock,1000,9460,200,0,0,0,1,1,1
301,地面ブロック,tutiBlock,1000,9560,200,0,0,0,1,1,1
302,地面ブロック,tutiBlock,1000,9660,200,0,0,0,1,1,1
303,地面ブロック,tutiBlock,1000,9760,200,0,0,0,1,1,1
304,地面ブロック,tutiBlock,1000,9860,200,0,0,0,1,1,1
305,地面ブロック,tutiBlock,1000,9960,200,0,0,0,1,1,1
306,地面ブロック,tutiBlock,1000,10060,200,0,0,0,1,1,1
307,地面ブロック,tutiBlock,1000,10160,200,0,0,0,1,1,1
308,地面ブロック,tutiBlock,1000,10260,200,0,0,0,1,1,1
309,地面ブロック,tutiBlock,1000,10360,200,0,0,0,1,1,1
310,地面ブロック,tutiBlock,1000,10460,200,0,0,0,1,1,1
311,地面ブロック,tutiBlock,1000,10560,200,0,0,0,1,1,1
312,地面ブロック,tutiBlock,1000,10660,200,0,0,0,1,1,1
313,地面ブロック,tutiBlock,1000,10760,200,0,0,0,1,1,1
314,地面ブロック,tutiBlock,1000,10860,200,0,0,0,1,1,1
315,地面ブロック,tutiBlock,1000,10960,200,0,0,0,1,1,1
316,地面ブロック,tutiBlock,1000,11060,200,0,0,0,1,1,1
317,地面ブロック,tutiBlock,1000,11160,200,0,0,0,1,1,1
318,地面ブロック,tutiBlock,1000,11260,200,0,0,0,1,1,1
319,地面ブロック,tutiBlock,1000,11360,200,0,0,0,1,1,1
320,地面ブロック,tutiBlock,1000,11460,200,0,0,0,1,1,1
321,地面ブロック,tutiBlock,1000,11560,200,0,0,0,1,1,1
322,地面ブロック,tutiBlock,1000,11660,200,0,0,0,1,1,1
323,地面ブロック,tutiBlock,1000,11760,200,0,0,0,1,1,1
324,地面ブロック,tutiBlock,1000,11860,200,0,0,0,1,1,1
325,地面ブロック,tutiBlock,1000,11960,200,0,0,0,1,1,1
326,地面ブロック,tutiBlock,1000,12060,200,0,0,0,1,1,1
327,地面ブロック,tutiBlock,1000,12160,200,0,0,0,1,1,1
328,地面ブロック,tutiBlock,1000,12260,200,0,0,0,1,1,1
329,地面ブロック,tutiBlock,1000,12360,200,0,0,0,1,1,1
330,地面ブロック,tutiBlock,1000,12460,200,0,0,0,1,1,1
331,地面ブロック,tutiBlock,1000,12560,200,0,0,0,1,1,1
332,地面ブロック,tutiBlock,1000,12660,200,0,0,0,1,1,1
333,地面ブロック,tutiBlock,1000,12760,200,0,0,0,1,1,1
334,地面ブロック,tutiBlock,1000,12860,200,0,0,0,1,1,1
335,地面ブロック,tutiBlock,1000,12960,200,0,0,0,1,1,1
336,地面ブロック,tutiBlock,1000,13060,200,0,0,0,1,1,1
337,地面ブロック,tutiBlock,1000,13160,200,0,0,0,1,1,1
338,地面ブロック,tutiBlock,1000,13260,200,0,0,0,1,1,1
339,地面ブロック,tutiBlock,1000,13360,200,0,0,0,1,1,1
340,地面ブロック,tutiBlock,1000,13460,200,0,0,0,1,1,1
341,地面ブロック,tutiBlock,1000,13560,200,0,0,0,1,1,1
342,地面ブロック,tutiBlock,1000,13660,200,0,0,0,1,1,1
343,地面ブロック,tutiBlock,1000,13760,200,0,0,0,1,1,1
344,地面ブロック,tutiBlock,1000,13860,200,0,0,0,1,1,1
345,地面ブロック,tutiBlock,1000,13960,200,0,0,0,1,1,1
346,地面ブロック,tutiBlock,1000,14060,200,0,0,0,1,1,1
347,地面ブロック,tutiBlock,1000,14160,200,0,0,0,1,1,1
348,地面ブロック,tutiBlock,1000,14260,200,0,0,0,1,1,1
349,地面ブロック,tutiBlock,1000,14360,200,0,0,0,1,1,1
350,地面ブロック,tutiBlock,1000,14460,200,0,0,0,1,1,1
351,地面ブロック,tutiBlock,1000,14560,200,0,0,0,1,1,1
352,地面ブロック,tutiBlock,1000,14660,200,0,0,0,1,1,1
353,地面ブロック,tutiBlock,1000,14760,200,0,0,0,1,1,1
354,地面ブロック,tutiBlock,1000,14860,200,0,0,0,1,1,1
355,地面ブロック,tutiBlock,1000,14960,200,0,0,0,1,1,1
356,地面ブロック,tutiBlock,1000,15060,200,0,0,0,1,1,1
357,地面ブロック,tutiBlock,1000,15160,200,0,0,0,1,1,1
358,地面ブロック,tutiBlock,1000,15460,200,0,0,0,1,1,1
359,地面ブロック,tutiBlock,1000,15560,200,0,0,0,1,1,1
360,地面ブロック,tutiBlock,1000,15660,200,0,0,0,1,1,1
361,地面ブロック,tutiBlock,1000,15760,200,0,0,0,1,1,1
362,地面ブロック,tutiBlock,1000,15860,200,0,0,0,1,1,1
363,地面ブロック,tutiBlock,1000,15960,200,0,0,0,1,1,1
364,地面ブロック,tutiBlock,1000,16060,200,0,0,0,1,1,1
365,地面ブロック,tutiBlock,1000,16160,200,0,0,0,1,1,1
366,地面ブロック,tutiBlock,1000,16260,200,0,0,0,1,1,1
367,地面ブロック,tutiBlock,1000,16360,200,0,0,0,1,1,1
368,地面ブロック,tutiBlock,1000,16460,200,0,0,0,1,1,1
369,地面ブロック,tutiBlock,1000,16560,200,0,0,0,1,1,1
370,地面ブロック,tutiBlock,1000,16660,200,0,0,0,1,1,1
371,地面ブロック,tutiBlock,1000,16760,200,0,0,0,1,1,1
372,地面ブロック,tutiBlock,1000,16860,200,0,0,0,1,1,1
373,地面ブロック,tutiBlock,1000,16960,200,0,0,0,1,1,1
374,地面ブロック,tutiBlock,1000,17060,200,0,0,0,1,1,1
375,地面ブロック,tutiBlock,1000,17160,200,0,0,0,1,1,1
376,地面ブロック,tutiBlock,1000,17260,200,0,0,0,1,1,1
377,地面ブロック,tutiBlock,1000,17360,200,0,0,0,1,1,1
378,地面ブロック,tutiBlock,1000,17460,200,0,0,0,1,1,1
379,地面ブロック,tutiBlock,1000,17560,200,0,0,0,1,1,1
380,地面ブロック,tutiBlock,1000,17660,200,0,0,0,1,1,1
381,地面ブロック,tutiBlock,1000,17760,200,0,0,0,1,1,1
382,地面ブロック,tutiBlock,1000,17860,200,0,0,0,1,1,1
383,地面ブロック,tutiBlock,1000,17960,200,0,0,0,1,1,1
384,地面ブロック,tutiBlock,1000,18060,200,0,0,0,1,1,1
385,地面ブロック,tutiBlock,1000,18160,200,0,0,0,1,1,1
386,地面ブロック,tutiBlock,1000,18260,200,0,0,0,1,1,1
